current_score,wickets_lost,overs_played,total_overs,innings,run_rate,target,runs_needed,wickets_remaining,required_run_rate,team_won,final_score
104,4,15.0,20,2,6.93,158,54,6,10.8,0,158.0
137,8,20.0,20,2,6.85,158,21,2,0.0,0,158.0
54,1,6.0,20,1,9.0,0,0,9,0.0,1,167.0
97,1,10.0,20,1,9.7,0,0,9,0.0,1,193.0
138,2,15.0,20,1,9.2,0,0,8,0.0,1,182.0
192,3,20.0,20,1,9.6,0,0,7,0.0,1,192.0
39,2,6.0,20,2,6.5,193,154,8,11.0,0,193.0
57,5,10.0,20,2,5.7,193,136,5,13.6,0,193.0
79,7,15.0,20,2,5.27,193,114,3,22.8,0,193.0
95,9,20.0,20,2,4.75,193,98,1,0.0,0,193.0
38,2,6.0,20,1,6.33,0,0,8,0.0,0,108.0
54,4,10.0,20,1,5.4,0,0,6,0.0,0,100.0
85,7,15.0,20,1,5.67,0,0,3,0.0,0,102.0
95,10,20.0,20,1,4.75,0,0,0,0.0,0,95.0
50,0,6.0,20,2,8.33,96,46,10,3.29,1,96.0
90,0,10.0,20,2,9.0,96,6,10,0.6,1,96.0
99,0,15.0,20,2,6.6,96,0,10,-0.6,1,96.0
99,0,20.0,20,2,4.95,96,0,10,0.0,1,96.0
56,2,6.0,20,1,9.33,0,0,8,0.0,1,160.0
76,3,10.0,20,1,7.6,0,0,7,0.0,1,134.0
104,3,15.0,20,1,6.93,0,0,7,0.0,1,133.0
150,6,20.0,20,1,7.5,0,0,4,0.0,1,150.0
36,2,6.0,20,2,6.0,151,115,8,8.21,0,151.0
61,4,10.0,20,2,6.1,151,90,6,9.0,0,151.0
93,5,15.0,20,2,6.2,151,58,5,11.6,0,151.0
130,9,20.0,20,2,6.5,151,21,1,0.0,0,151.0
53,1,6.0,20,1,8.83,0,0,9,0.0,1,164.0
73,3,10.0,20,1,7.3,0,0,7,0.0,1,129.0
99,5,15.0,20,1,6.6,0,0,5,0.0,1,118.0
134,6,20.0,20,1,6.7,0,0,4,0.0,1,134.0
54,2,6.0,20,2,9.0,135,81,8,5.79,0,135.0
70,3,10.0,20,2,7.0,135,65,7,6.5,0,135.0
90,4,15.0,20,2,6.0,135,45,6,9.0,0,135.0
132,9,20.0,20,2,6.6,135,3,1,0.0,0,135.0
69,4,6.0,20,1,11.5,0,0,6,0.0,0,165.0
88,5,10.0,20,1,8.8,0,0,5,0.0,0,136.0
121,5,15.0,20,1,8.07,0,0,5,0.0,0,145.0
165,9,20.0,20,1,8.25,0,0,1,0.0,0,165.0
38,1,6.0,20,2,6.33,166,128,9,9.14,1,166.0
66,3,10.0,20,2,6.6,166,100,7,10.0,1,166.0
118,3,15.0,20,2,7.87,166,48,7,9.6,1,166.0
169,3,20.0,20,2,8.45,166,0,7,0.0,1,166.0
27,4,6.0,20,1,4.5,0,0,6,0.0,0,100.0
46,6,10.0,20,1,4.6,0,0,4,0.0,0,100.0
74,6,15.0,20,1,4.93,0,0,4,0.0,0,100.0
118,8,20.0,20,1,5.9,0,0,2,0.0,0,118.0
41,0,6.0,20,2,6.83,119,78,10,5.57,1,119.0
75,0,10.0,20,2,7.5,119,44,10,4.4,1,119.0
119,1,15.0,20,2,7.93,119,0,9,0.0,1,119.0
119,1,20.0,20,2,5.95,119,0,9,0.0,1,119.0
47,1,6.0,20,1,7.83,0,0,9,0.0,1,145.0
81,2,10.0,20,1,8.1,0,0,8,0.0,1,152.0
120,4,15.0,20,1,8.0,0,0,6,0.0,1,148.0
187,5,20.0,20,1,9.35,0,0,5,0.0,1,187.0
55,1,6.0,20,2,9.17,188,133,9,9.5,0,188.0
87,2,10.0,20,2,8.7,188,101,8,10.1,0,188.0
127,3,15.0,20,2,8.47,188,61,7,12.2,0,188.0
179,7,20.0,20,2,8.95,188,9,3,0.0,0,188.0
61,1,6.0,20,1,10.17,0,0,9,0.0,0,189.0
111,4,10.0,20,1,11.1,0,0,6,0.0,0,184.0
111,4,15.0,20,1,7.4,0,0,6,0.0,0,137.0
111,4,20.0,20,1,5.55,0,0,6,0.0,0,111.0
62,2,6.0,20,2,10.33,112,50,8,3.57,1,112.0
115,3,10.0,20,2,11.5,112,0,7,-0.3,1,112.0
115,3,15.0,20,2,7.67,112,0,7,-0.6,1,112.0
115,3,20.0,20,2,5.75,112,0,7,0.0,1,112.0
76,0,6.0,20,1,12.67,0,0,10,0.0,1,250.0
107,2,10.0,20,1,10.7,0,0,8,0.0,1,201.0
143,3,15.0,20,1,9.53,0,0,7,0.0,1,183.0
192,7,20.0,20,1,9.6,0,0,3,0.0,1,192.0
54,2,6.0,20,2,9.0,193,139,8,9.93,0,193.0
87,3,10.0,20,2,8.7,193,106,7,10.6,0,193.0
130,5,15.0,20,2,8.67,193,63,5,12.6,0,193.0
170,6,20.0,20,2,8.5,193,23,4,0.0,0,193.0
51,0,6.0,20,1,8.5,0,0,10,0.0,1,170.0
96,0,10.0,20,1,9.6,0,0,10,0.0,1,201.0
123,1,15.0,20,1,8.2,0,0,9,0.0,1,167.0
172,3,20.0,20,1,8.6,0,0,7,0.0,1,172.0
45,2,6.0,20,2,7.5,173,128,8,9.14,0,173.0
73,2,10.0,20,2,7.3,173,100,8,10.0,0,173.0
113,3,15.0,20,2,7.53,173,60,7,12.0,0,173.0
149,7,20.0,20,2,7.45,173,24,3,0.0,0,173.0
43,0,6.0,20,1,7.17,0,0,10,0.0,1,143.0
74,1,10.0,20,1,7.4,0,0,9,0.0,1,147.0
114,1,15.0,20,1,7.6,0,0,9,0.0,1,155.0
189,2,20.0,20,1,9.45,0,0,8,0.0,1,189.0
55,2,6.0,20,2,9.17,190,135,8,9.64,0,190.0
67,3,10.0,20,2,6.7,190,123,7,12.3,0,190.0
120,4,15.0,20,2,8.0,190,70,6,14.0,0,190.0
175,7,20.0,20,2,8.75,190,15,3,0.0,0,190.0
37,2,6.0,20,1,6.17,0,0,8,0.0,1,106.0
68,2,10.0,20,1,6.8,0,0,8,0.0,1,127.0
101,4,15.0,20,1,6.73,0,0,6,0.0,1,125.0
148,9,20.0,20,1,7.4,0,0,1,0.0,1,148.0
42,3,6.0,20,2,7.0,149,107,7,7.64,0,149.0
71,3,10.0,20,2,7.1,149,78,7,7.8,0,149.0
100,5,15.0,20,2,6.67,149,49,5,9.8,0,149.0
124,10,20.0,20,2,6.2,149,25,0,0.0,0,149.0
55,0,6.0,20,1,9.17,0,0,10,0.0,1,183.0
77,1,10.0,20,1,7.7,0,0,9,0.0,1,153.0
111,5,15.0,20,1,7.4,0,0,5,0.0,1,133.0
167,7,20.0,20,1,8.35,0,0,3,0.0,1,167.0
33,3,6.0,20,2,5.5,168,135,7,9.64,0,168.0
63,4,10.0,20,2,6.3,168,105,6,10.5,0,168.0
88,7,15.0,20,2,5.87,168,80,3,16.0,0,168.0
132,9,20.0,20,2,6.6,168,36,1,0.0,0,168.0
44,2,6.0,20,1,7.33,0,0,8,0.0,0,126.0
69,3,10.0,20,1,6.9,0,0,7,0.0,0,122.0
95,4,15.0,20,1,6.33,0,0,6,0.0,0,117.0
152,6,20.0,20,1,7.6,0,0,4,0.0,0,152.0
41,4,6.0,20,2,6.83,153,112,6,8.0,1,153.0
61,4,10.0,20,2,6.1,153,92,6,9.2,1,153.0
99,4,15.0,20,2,6.6,153,54,6,10.8,1,153.0
153,5,20.0,20,2,7.65,153,0,5,0.0,1,153.0
68,0,6.0,20,1,11.33,0,0,10,0.0,1,226.0
104,0,10.0,20,1,10.4,0,0,10,0.0,1,218.0
171,1,15.0,20,1,11.4,0,0,9,0.0,1,232.0
226,3,20.0,20,1,11.3,0,0,7,0.0,1,226.0
34,5,6.0,20,2,5.67,227,193,5,13.79,0,227.0
63,8,10.0,20,2,6.3,227,164,2,16.4,0,227.0
88,10,15.0,20,2,5.87,227,139,0,27.8,0,227.0
88,10,20.0,20,2,4.4,227,139,0,0.0,0,227.0
50,1,6.0,20,1,8.33,0,0,9,0.0,1,154.0
72,2,10.0,20,1,7.2,0,0,8,0.0,1,135.0
109,4,15.0,20,1,7.27,0,0,6,0.0,1,135.0
171,7,20.0,20,1,8.55,0,0,3,0.0,1,171.0
36,0,6.0,20,2,6.0,172,136,10,9.71,0,172.0
64,1,10.0,20,2,6.4,172,108,9,10.8,0,172.0
106,4,15.0,20,2,7.07,172,66,6,13.2,0,172.0
158,6,20.0,20,2,7.9,172,14,4,0.0,0,172.0
56,1,6.0,20,1,9.33,0,0,9,0.0,1,173.0
88,1,10.0,20,1,8.8,0,0,9,0.0,1,175.0
133,3,15.0,20,1,8.87,0,0,7,0.0,1,170.0
201,4,20.0,20,1,10.05,0,0,6,0.0,1,201.0
36,2,6.0,20,2,6.0,202,166,8,11.86,0,202.0
68,3,10.0,20,2,6.8,202,134,7,13.4,0,202.0
126,5,15.0,20,2,8.4,202,76,5,15.2,0,202.0
194,7,20.0,20,2,9.7,202,8,3,0.0,0,202.0
44,1,6.0,20,1,7.33,0,0,9,0.0,0,136.0
67,3,10.0,20,1,6.7,0,0,7,0.0,0,118.0
103,3,15.0,20,1,6.87,0,0,7,0.0,0,131.0
158,5,20.0,20,1,7.9,0,0,5,0.0,0,158.0
61,0,6.0,20,2,10.17,159,98,10,7.0,1,159.0
84,0,10.0,20,2,8.4,159,75,10,7.5,1,159.0
101,3,15.0,20,2,6.73,159,58,7,11.6,1,159.0
159,4,20.0,20,2,7.95,159,0,6,0.0,1,159.0
45,1,6.0,20,1,7.5,0,0,9,0.0,0,139.0
75,1,10.0,20,1,7.5,0,0,9,0.0,0,149.0
134,2,15.0,20,1,8.93,0,0,8,0.0,0,176.0
183,5,20.0,20,1,9.15,0,0,5,0.0,0,183.0
57,1,6.0,20,2,9.5,184,127,9,9.07,1,184.0
74,3,10.0,20,2,7.4,184,110,7,11.0,1,184.0
136,5,15.0,20,2,9.07,184,48,5,9.6,1,184.0
184,9,20.0,20,2,9.2,184,0,1,0.0,1,184.0
41,2,6.0,20,1,6.83,0,0,8,0.0,1,117.0
62,2,10.0,20,1,6.2,0,0,8,0.0,1,116.0
99,4,15.0,20,1,6.6,0,0,6,0.0,1,122.0
163,4,20.0,20,1,8.15,0,0,6,0.0,1,163.0
49,1,6.0,20,2,8.17,164,115,9,8.21,0,164.0
65,3,10.0,20,2,6.5,164,99,7,9.9,0,164.0
104,4,15.0,20,2,6.93,164,60,6,12.0,0,164.0
157,4,20.0,20,2,7.85,164,7,6,0.0,0,164.0
39,1,6.0,20,1,6.5,0,0,9,0.0,1,120.0
88,1,10.0,20,1,8.8,0,0,9,0.0,1,175.0
147,1,15.0,20,1,9.8,0,0,9,0.0,1,199.0
235,1,20.0,20,1,11.75,0,0,9,0.0,1,235.0
45,1,6.0,20,2,7.5,236,191,9,13.64,0,236.0
83,2,10.0,20,2,8.3,236,153,8,15.3,0,236.0
135,3,15.0,20,2,9.0,236,101,7,20.2,0,236.0
196,7,20.0,20,2,9.8,236,40,3,0.0,0,236.0
36,2,6.0,20,1,6.0,0,0,8,0.0,1,103.0
60,2,10.0,20,1,6.0,0,0,8,0.0,1,112.0
108,2,15.0,20,1,7.2,0,0,8,0.0,1,142.0
157,5,20.0,20,1,7.85,0,0,5,0.0,1,157.0
40,1,6.0,20,2,6.67,158,118,9,8.43,0,158.0
63,3,10.0,20,2,6.3,158,95,7,9.5,0,158.0
93,5,15.0,20,2,6.2,158,65,5,13.0,0,158.0
145,9,20.0,20,2,7.25,158,13,1,0.0,0,158.0
56,0,6.0,20,1,9.33,0,0,10,0.0,1,186.0
86,1,10.0,20,1,8.6,0,0,9,0.0,1,171.0
140,2,15.0,20,1,9.33,0,0,8,0.0,1,184.0
185,5,20.0,20,1,9.25,0,0,5,0.0,1,185.0
47,1,6.0,20,2,7.83,186,139,9,9.93,0,186.0
70,4,10.0,20,2,7.0,186,116,6,11.6,0,186.0
104,6,15.0,20,2,6.93,186,82,4,16.4,0,186.0
180,7,20.0,20,2,9.0,186,6,3,0.0,0,186.0
16,1,6.0,20,1,2.67,0,0,9,0.0,0,100.0
46,3,10.0,20,1,4.6,0,0,7,0.0,0,100.0
83,3,15.0,20,1,5.53,0,0,7,0.0,0,106.0
119,6,20.0,20,1,5.95,0,0,4,0.0,0,119.0
28,2,6.0,20,2,4.67,120,92,8,6.57,1,120.0
66,2,10.0,20,2,6.6,120,54,8,5.4,1,120.0
97,3,15.0,20,2,6.47,120,23,7,4.6,1,120.0
120,4,20.0,20,2,6.0,120,0,6,0.0,1,120.0
72,4,6.0,20,1,12.0,0,0,6,0.0,1,172.0
106,6,10.0,20,1,10.6,0,0,4,0.0,1,164.0
106,6,15.0,20,1,7.07,0,0,4,0.0,1,127.0
106,6,20.0,20,1,5.3,0,0,4,0.0,1,106.0
61,2,6.0,20,2,10.17,107,46,8,3.29,0,107.0
84,6,10.0,20,2,8.4,107,23,4,2.3,0,107.0
84,6,15.0,20,2,5.6,107,23,4,4.6,0,107.0
84,6,20.0,20,2,4.2,107,23,4,0.0,0,107.0
46,2,6.0,20,1,7.67,0,0,8,0.0,1,131.0
67,3,10.0,20,1,6.7,0,0,7,0.0,1,118.0
99,4,15.0,20,1,6.6,0,0,6,0.0,1,122.0
171,4,20.0,20,1,8.55,0,0,6,0.0,1,171.0
50,2,6.0,20,2,8.33,172,122,8,8.71,0,172.0
74,2,10.0,20,2,7.4,172,98,8,9.8,0,172.0
122,4,15.0,20,2,8.13,172,50,6,10.0,0,172.0
166,7,20.0,20,2,8.3,172,6,3,0.0,0,172.0
68,1,6.0,20,1,11.33,0,0,9,0.0,0,210.0
125,2,10.0,20,1,12.5,0,0,8,0.0,0,235.0
135,3,15.0,20,1,9.0,0,0,7,0.0,0,172.0
135,3,20.0,20,1,6.75,0,0,7,0.0,0,135.0
83,4,6.0,20,2,13.83,136,53,6,3.79,1,136.0
83,4,10.0,20,2,8.3,136,53,6,5.3,1,136.0
83,4,15.0,20,2,5.53,136,53,6,10.6,1,136.0
83,4,20.0,20,2,4.15,136,53,6,0.0,1,136.0
41,3,6.0,20,1,6.83,0,0,7,0.0,0,107.0
56,5,10.0,20,1,5.6,0,0,5,0.0,0,100.0
86,6,15.0,20,1,5.73,0,0,4,0.0,0,103.0
130,7,20.0,20,1,6.5,0,0,3,0.0,0,130.0
47,2,6.0,20,2,7.83,131,84,8,6.0,1,131.0
76,2,10.0,20,2,7.6,131,55,8,5.5,1,131.0
111,3,15.0,20,2,7.4,131,20,7,4.0,1,131.0
134,3,20.0,20,2,6.7,131,0,7,0.0,1,131.0
66,0,6.0,20,1,11.0,0,0,10,0.0,1,220.0
107,1,10.0,20,1,10.7,0,0,9,0.0,1,212.0
146,4,15.0,20,1,9.73,0,0,6,0.0,1,181.0
199,6,20.0,20,1,9.95,0,0,4,0.0,1,199.0
53,2,6.0,20,2,8.83,200,147,8,10.5,0,200.0
97,3,10.0,20,2,9.7,200,103,7,10.3,0,200.0
144,5,15.0,20,2,9.6,200,56,5,11.2,0,200.0
190,9,20.0,20,2,9.5,200,10,1,0.0,0,200.0
29,3,6.0,20,1,4.83,0,0,7,0.0,0,100.0
54,5,10.0,20,1,5.4,0,0,5,0.0,0,100.0
80,6,15.0,20,1,5.33,0,0,4,0.0,0,100.0
113,10,20.0,20,1,5.65,0,0,0,0.0,0,113.0
38,0,6.0,20,2,6.33,114,76,10,5.43,1,114.0
73,0,10.0,20,2,7.3,114,41,10,4.1,1,114.0
114,1,15.0,20,2,7.6,114,0,9,0.0,1,114.0
114,1,20.0,20,2,5.7,114,0,9,0.0,1,114.0
48,0,6.0,20,1,8.0,0,0,10,0.0,1,160.0
86,0,10.0,20,1,8.6,0,0,10,0.0,1,180.0
135,2,15.0,20,1,9.0,0,0,8,0.0,1,178.0
187,6,20.0,20,1,9.35,0,0,4,0.0,1,187.0
54,2,6.0,20,2,9.0,188,134,8,9.57,0,188.0
86,2,10.0,20,2,8.6,188,102,8,10.2,0,188.0
121,6,15.0,20,2,8.07,188,67,4,13.4,0,188.0
162,10,20.0,20,2,8.1,188,26,0,0.0,0,188.0
41,1,6.0,20,1,6.83,0,0,9,0.0,1,127.0
60,2,10.0,20,1,6.0,0,0,8,0.0,1,112.0
113,2,15.0,20,1,7.53,0,0,8,0.0,1,149.0
180,4,20.0,20,1,9.0,0,0,6,0.0,1,180.0
40,2,6.0,20,2,6.67,181,141,8,10.07,0,181.0
68,3,10.0,20,2,6.8,181,113,7,11.3,0,181.0
92,7,15.0,20,2,6.13,181,89,3,17.8,0,181.0
109,10,20.0,20,2,5.45,181,72,0,0.0,0,181.0
29,2,6.0,20,1,4.83,0,0,8,0.0,0,100.0
46,3,10.0,20,1,4.6,0,0,7,0.0,0,100.0
90,4,15.0,20,1,6.0,0,0,6,0.0,0,111.0
139,8,20.0,20,1,6.95,0,0,2,0.0,0,139.0
34,1,6.0,20,2,5.67,140,106,9,7.57,1,140.0
62,3,10.0,20,2,6.2,140,78,7,7.8,1,140.0
91,3,15.0,20,2,6.07,140,49,7,9.8,1,140.0
140,7,20.0,20,2,7.0,140,0,3,0.0,1,140.0
61,1,6.0,20,1,10.17,0,0,9,0.0,1,189.0
98,1,10.0,20,1,9.8,0,0,9,0.0,1,195.0
146,3,15.0,20,1,9.73,0,0,7,0.0,1,186.0
202,5,20.0,20,1,10.1,0,0,5,0.0,1,202.0
31,1,6.0,20,2,5.17,203,172,9,12.29,0,203.0
67,1,10.0,20,2,6.7,203,136,9,13.6,0,203.0
112,4,15.0,20,2,7.47,203,91,6,18.2,0,203.0
161,8,20.0,20,2,8.05,203,42,2,0.0,0,203.0
37,4,6.0,20,1,6.17,0,0,6,0.0,0,100.0
48,5,10.0,20,1,4.8,0,0,5,0.0,0,100.0
68,6,15.0,20,1,4.53,0,0,4,0.0,0,100.0
121,8,20.0,20,1,6.05,0,0,2,0.0,0,121.0
57,0,6.0,20,2,9.5,122,65,10,4.64,1,122.0
79,1,10.0,20,2,7.9,122,43,9,4.3,1,122.0
126,1,15.0,20,2,8.4,122,0,9,-0.8,1,122.0
126,1,20.0,20,2,6.3,122,0,9,0.0,1,122.0
35,4,6.0,20,1,5.83,0,0,6,0.0,0,100.0
55,5,10.0,20,1,5.5,0,0,5,0.0,0,100.0
92,8,15.0,20,1,6.13,0,0,2,0.0,0,110.0
98,10,20.0,20,1,4.9,0,0,0,0.0,0,98.0
47,0,6.0,20,2,7.83,99,52,10,3.71,1,99.0
69,1,10.0,20,2,6.9,99,30,9,3.0,1,99.0
99,1,15.0,20,2,6.6,99,0,9,0.0,1,99.0
99,1,20.0,20,2,4.95,99,0,9,0.0,1,99.0
52,0,6.0,20,1,8.67,0,0,10,0.0,0,173.0
87,1,10.0,20,1,8.7,0,0,9,0.0,0,173.0
125,4,15.0,20,1,8.33,0,0,6,0.0,0,154.0
161,6,20.0,20,1,8.05,0,0,4,0.0,0,161.0
57,2,6.0,20,2,9.5,162,105,8,7.5,1,162.0
98,2,10.0,20,2,9.8,162,64,8,6.4,1,162.0
134,4,15.0,20,2,8.93,162,28,6,5.6,1,162.0
162,5,20.0,20,2,8.1,162,0,5,0.0,1,162.0
49,1,6.0,20,1,8.17,0,0,9,0.0,1,151.0
88,1,10.0,20,1,8.8,0,0,9,0.0,1,175.0
156,1,15.0,20,1,10.4,0,0,9,0.0,1,212.0
227,4,20.0,20,1,11.35,0,0,6,0.0,1,227.0
56,1,6.0,20,2,9.33,228,172,9,12.29,0,228.0
92,3,10.0,20,2,9.2,228,136,7,13.6,0,228.0
139,5,15.0,20,2,9.27,228,89,5,17.8,0,228.0
182,6,20.0,20,2,9.1,228,46,4,0.0,0,228.0
40,1,6.0,20,1,6.67,0,0,9,0.0,0,124.0
81,1,10.0,20,1,8.1,0,0,9,0.0,0,161.0
138,2,15.0,20,1,9.2,0,0,8,0.0,0,182.0
187,5,20.0,20,1,9.35,0,0,5,0.0,0,187.0
53,1,6.0,20,2,8.83,188,135,9,9.64,1,188.0
87,1,10.0,20,2,8.7,188,101,9,10.1,1,188.0
139,3,15.0,20,2,9.27,188,49,7,9.8,1,188.0
188,4,20.0,20,2,9.4,188,0,6,0.0,1,188.0
57,1,6.0,20,1,9.5,0,0,9,0.0,0,176.0
87,1,10.0,20,1,8.7,0,0,9,0.0,0,173.0
121,2,15.0,20,1,8.07,0,0,8,0.0,0,159.0
163,5,20.0,20,1,8.15,0,0,5,0.0,0,163.0
62,0,6.0,20,2,10.33,164,102,10,7.29,1,164.0
93,1,10.0,20,2,9.3,164,71,9,7.1,1,164.0
132,2,15.0,20,2,8.8,164,32,8,6.4,1,164.0
164,3,20.0,20,2,8.2,164,0,7,0.0,1,164.0
37,1,6.0,20,1,6.17,0,0,9,0.0,0,114.0
58,4,10.0,20,1,5.8,0,0,6,0.0,0,100.0
73,6,15.0,20,1,4.87,0,0,4,0.0,0,100.0
111,9,20.0,20,1,5.55,0,0,1,0.0,0,111.0
28,1,6.0,20,2,4.67,112,84,9,6.0,1,112.0
68,1,10.0,20,2,6.8,112,44,9,4.4,1,112.0
113,2,15.0,20,2,7.53,112,0,8,-0.2,1,112.0
113,2,20.0,20,2,5.65,112,0,8,0.0,1,112.0
36,3,6.0,20,1,6.0,0,0,7,0.0,0,100.0
52,4,10.0,20,1,5.2,0,0,6,0.0,0,100.0
94,4,15.0,20,1,6.27,0,0,6,0.0,0,116.0
142,7,20.0,20,1,7.1,0,0,3,0.0,0,142.0
36,0,6.0,20,2,6.0,143,107,10,7.64,1,143.0
72,0,10.0,20,2,7.2,143,71,10,7.1,1,143.0
112,2,15.0,20,2,7.47,143,31,8,6.2,1,143.0
146,2,20.0,20,2,7.3,143,0,8,0.0,1,143.0
31,2,6.0,20,1,5.17,0,0,8,0.0,0,100.0
59,3,10.0,20,1,5.9,0,0,7,0.0,0,104.0
82,5,15.0,20,1,5.47,0,0,5,0.0,0,100.0
143,8,20.0,20,1,7.15,0,0,2,0.0,0,143.0
42,1,6.0,20,2,7.0,144,102,9,7.29,1,144.0
74,2,10.0,20,2,7.4,144,70,8,7.0,1,144.0
99,4,15.0,20,2,6.6,144,45,6,9.0,1,144.0
147,7,20.0,20,2,7.35,144,0,3,0.0,1,144.0
49,1,6.0,20,1,8.17,0,0,9,0.0,0,151.0
76,2,10.0,20,1,7.6,0,0,8,0.0,0,142.0
109,3,15.0,20,1,7.27,0,0,7,0.0,0,139.0
152,7,20.0,20,1,7.6,0,0,3,0.0,0,152.0
50,0,6.0,20,2,8.33,153,103,10,7.36,1,153.0
71,0,10.0,20,2,7.1,153,82,10,8.2,1,153.0
112,3,15.0,20,2,7.47,153,41,7,8.2,1,153.0
153,4,20.0,20,2,7.65,153,0,6,0.0,1,153.0
63,1,6.0,20,1,10.5,0,0,9,0.0,0,195.0
97,1,10.0,20,1,9.7,0,0,9,0.0,0,193.0
143,2,15.0,20,1,9.53,0,0,8,0.0,0,188.0
191,5,20.0,20,1,9.55,0,0,5,0.0,0,191.0
51,2,6.0,20,2,8.5,192,141,8,10.07,1,192.0
93,2,10.0,20,2,9.3,192,99,8,9.9,1,192.0
146,2,15.0,20,2,9.73,192,46,8,9.2,1,192.0
192,3,20.0,20,2,9.6,192,0,7,0.0,1,192.0
40,2,6.0,20,1,6.67,0,0,8,0.0,0,114.0
58,3,10.0,20,1,5.8,0,0,7,0.0,0,102.0
111,4,15.0,20,1,7.4,0,0,6,0.0,0,137.0
142,6,20.0,20,1,7.1,0,0,4,0.0,0,142.0
33,1,6.0,20,2,5.5,143,110,9,7.86,1,143.0
66,1,10.0,20,2,6.6,143,77,9,7.7,1,143.0
108,3,15.0,20,2,7.2,143,35,7,7.0,1,143.0
145,3,20.0,20,2,7.25,143,0,7,0.0,1,143.0
41,1,6.0,20,1,6.83,0,0,9,0.0,0,127.0
56,2,10.0,20,1,5.6,0,0,8,0.0,0,105.0
95,5,15.0,20,1,6.33,0,0,5,0.0,0,113.0
138,8,20.0,20,1,6.9,0,0,2,0.0,0,138.0
65,0,6.0,20,2,10.83,139,74,10,5.29,1,139.0
93,1,10.0,20,2,9.3,139,46,9,4.6,1,139.0
117,3,15.0,20,2,7.8,139,22,7,4.4,1,139.0
141,4,20.0,20,2,7.05,139,0,6,0.0,1,139.0
49,1,6.0,20,1,8.17,0,0,9,0.0,0,151.0
89,1,10.0,20,1,8.9,0,0,9,0.0,0,177.0
112,4,15.0,20,1,7.47,0,0,6,0.0,0,138.0
170,7,20.0,20,1,8.5,0,0,3,0.0,0,170.0
51,1,6.0,20,2,8.5,171,120,9,8.57,1,171.0
81,1,10.0,20,2,8.1,171,90,9,9.0,1,171.0
128,3,15.0,20,2,8.53,171,43,7,8.6,1,171.0
171,4,20.0,20,2,8.55,171,0,6,0.0,1,171.0
50,1,6.0,20,1,8.33,0,0,9,0.0,0,154.0
74,3,10.0,20,1,7.4,0,0,7,0.0,0,130.0
104,4,15.0,20,1,6.93,0,0,6,0.0,0,128.0
135,8,20.0,20,1,6.75,0,0,2,0.0,0,135.0
63,0,6.0,20,2,10.5,136,73,10,5.21,1,136.0
96,0,10.0,20,2,9.6,136,40,10,4.0,1,136.0
137,0,15.0,20,2,9.13,136,0,10,-0.2,1,136.0
137,0,20.0,20,2,6.85,136,0,10,0.0,1,136.0
48,1,6.0,20,1,8.0,0,0,9,0.0,1,148.0
79,1,10.0,20,1,7.9,0,0,9,0.0,1,157.0
128,1,15.0,20,1,8.53,0,0,9,0.0,1,174.0
185,3,20.0,20,1,9.25,0,0,7,0.0,1,185.0
36,3,6.0,20,2,6.0,186,150,7,10.71,0,186.0
73,3,10.0,20,2,7.3,186,113,7,11.3,0,186.0
115,4,15.0,20,2,7.67,186,71,6,14.2,0,186.0
172,9,20.0,20,2,8.6,186,14,1,0.0,0,186.0
41,1,6.0,20,1,6.83,0,0,9,0.0,1,127.0
65,3,10.0,20,1,6.5,0,0,7,0.0,1,115.0
110,3,15.0,20,1,7.33,0,0,7,0.0,1,140.0
164,4,20.0,20,1,8.2,0,0,6,0.0,1,164.0
52,1,6.0,20,2,8.67,165,113,9,8.07,0,165.0
78,2,10.0,20,2,7.8,165,87,8,8.7,0,165.0
114,4,15.0,20,2,7.6,165,51,6,10.2,0,165.0
154,7,20.0,20,2,7.7,165,11,3,0.0,0,165.0
35,2,6.0,20,1,5.83,0,0,8,0.0,0,100.0
65,4,10.0,20,1,6.5,0,0,6,0.0,0,107.0
103,5,15.0,20,1,6.87,0,0,5,0.0,0,123.0
143,6,20.0,20,1,7.15,0,0,4,0.0,0,143.0
65,0,6.0,20,2,10.83,144,79,10,5.64,1,144.0
90,2,10.0,20,2,9.0,144,54,8,5.4,1,144.0
119,3,15.0,20,2,7.93,144,25,7,5.0,1,144.0
146,5,20.0,20,2,7.3,144,0,5,0.0,1,144.0
50,1,6.0,20,1,8.33,0,0,9,0.0,0,154.0
76,2,10.0,20,1,7.6,0,0,8,0.0,0,142.0
115,2,15.0,20,1,7.67,0,0,8,0.0,0,151.0
180,2,20.0,20,1,9.0,0,0,8,0.0,0,180.0
72,1,6.0,20,2,12.0,181,109,9,7.79,1,181.0
95,2,10.0,20,2,9.5,181,86,8,8.6,1,181.0
136,2,15.0,20,2,9.07,181,45,8,9.0,1,181.0
182,4,20.0,20,2,9.1,181,0,6,0.0,1,181.0
31,1,6.0,20,1,5.17,0,0,9,0.0,0,100.0
61,1,10.0,20,1,6.1,0,0,9,0.0,0,121.0
100,3,15.0,20,1,6.67,0,0,7,0.0,0,128.0
160,5,20.0,20,1,8.0,0,0,5,0.0,0,160.0
59,2,6.0,20,2,9.83,161,102,8,7.29,1,161.0
78,3,10.0,20,2,7.8,161,83,7,8.3,1,161.0
114,4,15.0,20,2,7.6,161,47,6,9.4,1,161.0
162,8,20.0,20,2,8.1,161,0,2,0.0,1,161.0
39,1,6.0,20,1,6.5,0,0,9,0.0,1,120.0
